season_name,id,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,points_per_game,player_id,first_name,second_name,birth_date
2021/22,,125,1909,10,2,8,28,0,0,0,1,0,0,9,435,555.8,453.3,576.0,158.4,0,0,0.00,0.00,0.00,0.00,,325,Emile,Smith Rowe,2000-07-28
2022/23,,18,161,0,2,0,5,0,0,0,0,0,0,0,60,53.8,74.4,41.0,16.7,0,0,0.25,0.55,0.80,2.71,,325,Emile,Smith Rowe,2000-07-28
2023/24,,25,343,0,2,3,3,0,0,0,0,0,0,0,73,62.4,72.2,128.0,25.6,0,3,1.86,0.40,2.26,2.10,,325,Emile,Smith Rowe,2000-07-28
2024/25,,114,2036,6,3,7,28,0,0,0,3,0,0,15,449,433.8,422.3,386.0,124.4,0,25,4.45,2.04,6.49,25.35,,325,Emile,Smith Rowe,2000-07-28
2015/16,,15,193,0,2,0,8,0,0,0,1,0,0,0,48,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,326,Adama,Traoré Diarra,1996-01-25
2016/17,,52,1543,0,1,6,22,0,0,0,1,0,0,2,264,283.2,320.5,176.0,77.9,0,0,0.00,0.00,0.00,0.00,,326,Adama,Traoré Diarra,1996-01-25
2018/19,,44,884,1,1,1,13,0,0,0,1,0,0,2,182,223.4,271.3,265.0,75.8,0,0,0.00,0.00,0.00,0.00,,326,Adama,Traoré Diarra,1996-01-25
2019/20,,130,2599,4,9,7,33,0,0,0,1,0,0,14,522,727.2,786.4,583.0,209.7,0,0,0.00,0.00,0.00,0.00,,326,Adama,Traoré Diarra,1996-01-25
2020/21,,94,2640,2,4,7,41,0,0,0,4,0,0,5,359,475.4,751.0,645.0,187.2,0,0,0.00,0.00,0.00,0.00,,326,Adama,Traoré Diarra,1996-01-25
2021/22,,44,1069,1,1,5,10,0,0,0,0,0,0,0,168,192.0,271.1,300.0,76.6,0,0,0.00,0.00,0.00,0.00,,326,Adama,Traoré Diarra,1996-01-25
2022/23,,66,1477,2,4,2,30,0,0,0,2,0,0,0,228,270.2,388.2,261.0,91.7,0,12,1.38,3.22,4.60,29.49,,326,Adama,Traoré Diarra,1996-01-25
2023/24,,36,363,2,3,0,13,0,0,0,2,0,0,1,113,164.2,108.1,140.0,41.3,0,1,1.49,0.88,2.37,11.28,,326,Adama,Traoré Diarra,1996-01-25
2024/25,,95,1756,2,8,3,28,0,0,0,3,0,0,8,384,385.4,632.1,426.0,144.6,0,18,4.11,4.61,8.72,25.17,,326,Adama,Traoré Diarra,1996-01-25
2014/15,,1,14,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,327,Andreas,Hoelgebaum Pereira,1996-01-01
2015/16,,3,84,0,0,0,2,0,0,0,2,0,0,0,16,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,327,Andreas,Hoelgebaum Pereira,1996-01-01
2016/17,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,327,Andreas,Hoelgebaum Pereira,1996-01-01
2017/18,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,327,Andreas,Hoelgebaum Pereira,1996-01-01
2018/19,,27,590,1,1,1,13,0,0,0,5,0,0,2,115,132.8,139.5,67.0,33.8,0,0,0.00,0.00,0.00,0.00,,327,Andreas,Hoelgebaum Pereira,1996-01-01
2019/20,,60,1478,1,3,6,16,0,0,0,3,0,0,1,198,245.6,432.1,343.0,102.3,0,0,0.00,0.00,0.00,0.00,,327,Andreas,Hoelgebaum Pereira,1996-01-01
2020/21,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,327,Andreas,Hoelgebaum Pereira,1996-01-01
2021/22,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,327,Andreas,Hoelgebaum Pereira,1996-01-01
2022/23,,123,2696,4,10,8,40,0,0,0,8,0,0,9,360,440.6,965.0,495.0,189.3,0,33,7.16,4.26,11.42,47.49,,327,Andreas,Hoelgebaum Pereira,1996-01-01
2023/24,,127,2611,3,9,14,40,0,0,0,6,0,0,7,459,503.6,1254.3,417.0,217.8,0,34,4.52,5.72,10.24,42.91,,327,Andreas,Hoelgebaum Pereira,1996-01-01
2024/25,,81,2004,2,6,5,32,0,0,1,8,0,0,2,355,326.6,868.3,300.0,149.0,0,25,4.24,4.63,8.87,27.35,,327,Andreas,Hoelgebaum Pereira,1996-01-01
2018/19,,94,2291,2,7,3,60,0,0,0,0,0,0,3,295,410.4,468.3,438.0,132.0,0,0,0.00,0.00,0.00,0.00,,328,Ryan,Sessegnon,2000-05-18
2019/20,,9,341,0,0,0,5,0,0,0,0,0,0,0,41,45.4,39.9,34.0,11.9,0,0,0.00,0.00,0.00,0.00,,328,Ryan,Sessegnon,2000-05-18
2020/21,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,328,Ryan,Sessegnon,2000-05-18
2021/22,,56,1046,0,3,6,11,0,0,0,2,0,0,3,231,171.0,204.9,137.0,51.3,0,0,0.00,0.00,0.00,0.00,,328,Ryan,Sessegnon,2000-05-18
2022/23,,35,805,2,1,1,15,0,0,0,4,0,0,0,121,148.6,103.0,290.0,54.3,0,9,1.64,1.10,2.74,10.48,,328,Ryan,Sessegnon,2000-05-18
2023/24,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,328,Ryan,Sessegnon,2000-05-18
2024/25,,57,574,4,2,1,10,0,0,0,1,0,0,5,137,284.0,158.8,227.0,67.1,0,7,1.64,1.12,2.76,8.20,,328,Ryan,Sessegnon,2000-05-18
2016/17,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,329,Harry,Wilson,1997-03-22
2019/20,,91,1637,7,1,2,32,0,0,0,2,0,0,7,295,377.4,242.1,667.0,128.5,0,0,0.00,0.00,0.00,0.00,,329,Harry,Wilson,1997-03-22
2020/21,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,329,Harry,Wilson,1997-03-22
2022/23,,68,1085,2,5,2,15,0,0,0,1,0,0,2,215,215.2,184.1,178.0,57.7,0,13,2.03,1.03,3.06,21.44,,329,Harry,Wilson,1997-03-22
2023/24,,94,1603,4,7,5,30,0,0,0,6,0,0,5,307,375.0,357.3,340.0,107.2,0,16,3.45,2.63,6.08,33.01,,329,Harry,Wilson,1997-03-22
2024/25,,78,1148,6,2,2,21,0,0,0,2,0,0,6,329,334.6,310.2,440.0,107.8,0,12,4.19,1.17,5.36,16.22,,329,Harry,Wilson,1997-03-22
2019/20,,40,943,1,1,4,11,0,0,0,0,0,0,3,147,152.4,66.0,82.0,30.3,0,0,0.00,0.00,0.00,0.00,,330,Sander,Berge,1998-02-14
2020/21,,31,1119,1,1,0,23,0,0,0,4,0,0,1,152,178.0,181.7,138.0,49.8,0,0,0.00,0.00,0.00,0.00,,330,Sander,Berge,1998-02-14
2023/24,,74,3002,1,2,2,70,0,0,0,8,1,0,3,430,533.6,446.3,161.0,114.3,0,34,2.04,1.66,3.70,66.96,,330,Sander,Berge,1998-02-14
2024/25,,53,2221,0,0,4,35,0,0,0,6,0,0,2,334,314.4,285.7,51.0,65.1,0,26,0.45,0.63,1.08,30.81,,330,Sander,Berge,1998-02-14
2009/10,,31,898,1,0,0,15,0,0,0,1,0,0,4,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,331,Tom,Cairney,1991-01-20
2018/19,,71,2188,1,1,5,51,0,0,0,0,0,0,3,389,358.0,586.7,199.0,114.5,0,0,0.00,0.00,0.00,0.00,,331,Tom,Cairney,1991-01-20
2020/21,,27,758,1,1,1,15,0,0,0,2,0,0,2,160,170.6,278.3,124.0,57.3,0,0,0.00,0.00,0.00,0.00,,331,Tom,Cairney,1991-01-20
2022/23,,53,968,2,1,1,13,0,0,0,2,0,0,2,217,190.4,232.1,217.0,64.2,0,6,1.44,1.51,2.95,19.69,,331,Tom,Cairney,1991-01-20
2023/24,,70,1472,1,6,4,27,1,0,0,3,0,0,2,346,335.2,407.2,170.0,90.9,0,14,1.03,2.58,3.61,29.53,,331,Tom,Cairney,1991-01-20
2024/25,,33,610,2,0,1,12,0,0,0,3,1,0,0,192,163.8,213.8,94.0,47.2,0,3,0.73,1.14,1.87,9.59,,331,Tom,Cairney,1991-01-20
2022/23,,15,406,0,0,0,10,0,0,0,1,0,0,0,58,40.8,21.9,19.0,8.2,0,4,0.13,0.16,0.29,9.68,,332,Saša,Lukić,1996-08-13
2023/24,,43,1113,1,0,5,20,0,0,0,3,0,0,0,157,192.4,155.6,115.0,46.2,0,13,1.49,0.46,1.95,22.86,,332,Saša,Lukić,1996-08-13
2024/25,,56,2348,0,2,4,37,0,0,0,12,0,0,1,354,335.6,455.1,119.0,91.0,0,28,1.16,1.40,2.56,33.02,,332,Saša,Lukić,1996-08-13
2022/23,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,333,Martial,Godo,2003-03-14
2024/25,,2,21,0,0,0,0,0,0,0,0,0,0,0,4,3.4,12.0,14.0,3.0,0,0,0.00,0.07,0.07,0.15,,333,Martial,Godo,2003-03-14
2022/23,,3,10,0,0,0,1,0,0,0,0,0,0,0,7,0.6,1.6,0.0,0.2,0,0,0.00,0.00,0.00,1.16,,334,Luke,Harris,2005-03-04
2023/24,,2,74,0,0,0,5,0,0,0,0,0,0,0,2,3.2,0.7,17.0,2.1,0,0,0.28,0.01,0.29,2.26,,334,Luke,Harris,2005-03-04
2024/25,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,334,Luke,Harris,2005-03-04
2023/24,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,335,Josh,King,2007-01-03
2024/25,,10,126,0,0,1,0,0,0,0,0,0,0,0,30,26.2,45.7,38.0,11.2,0,1,0.28,0.67,0.95,0.74,,335,Josh,King,2007-01-03
2013/14,,4,12,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,336,Harrison,Reed,1995-01-27
2014/15,,17,460,0,0,3,3,0,0,0,0,0,0,0,89,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,336,Harrison,Reed,1995-01-27
2015/16,,1,11,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,336,Harrison,Reed,1995-01-27
2016/17,,3,64,0,0,0,1,0,0,0,0,0,0,0,16,11.0,1.4,0.0,1.3,0,0,0.00,0.00,0.00,0.00,,336,Harrison,Reed,1995-01-27
2020/21,,69,2243,0,3,9,35,0,0,0,5,0,0,0,391,421.2,330.4,82.0,83.5,0,0,0.00,0.00,0.00,0.00,,336,Harrison,Reed,1995-01-27
2022/23,,107,2868,3,4,9,44,1,0,0,5,0,0,9,409,484.4,507.3,266.0,125.8,0,35,1.95,2.04,3.99,53.81,,336,Harrison,Reed,1995-01-27
2023/24,,47,1317,0,2,6,23,0,0,0,6,0,0,0,205,213.8,212.6,45.0,47.2,0,15,0.29,1.49,1.78,25.65,,336,Harrison,Reed,1995-01-27
2024/25,,10,100,0,0,0,3,0,0,0,2,0,0,0,36,18.6,20.6,33.0,7.1,0,0,0.23,0.09,0.32,4.62,,336,Harrison,Reed,1995-01-27
2018/19,,181,3112,13,10,12,40,0,0,0,4,0,0,31,602,788.8,648.5,1428.0,285.4,0,0,0.00,0.00,0.00,0.00,,337,Raúl,Jiménez Rodríguez,1991-05-05
2019/20,,194,3241,17,7,15,36,0,0,0,3,0,0,33,685,911.6,668.2,1680.0,325.4,0,0,0.00,0.00,0.00,0.00,,337,Raúl,Jiménez Rodríguez,1991-05-05
2020/21,,43,824,4,1,4,10,1,0,0,0,0,0,7,148,177.4,96.2,275.0,55.0,0,0,0.00,0.00,0.00,0.00,,337,Raúl,Jiménez Rodríguez,1991-05-05
2021/22,,101,2630,6,5,11,32,0,0,0,5,2,0,11,266,470.8,506.7,746.0,171.2,0,0,0.00,0.00,0.00,0.00,,337,Raúl,Jiménez Rodríguez,1991-05-05
2022/23,,29,839,0,2,2,18,0,0,0,0,0,0,0,65,74.6,117.1,277.0,46.7,0,8,2.55,0.55,3.10,16.00,,337,Raúl,Jiménez Rodríguez,1991-05-05
2023/24,,72,1390,7,0,4,29,0,0,0,3,1,0,13,237,335.8,185.9,440.0,95.1,0,18,5.37,0.96,6.33,37.43,,337,Raúl,Jiménez Rodríguez,1991-05-05
2024/25,,147,2486,12,3,7,37,0,0,0,4,0,0,26,539,612.8,372.2,1018.0,199.7,0,30,11.97,2.07,14.04,33.49,,337,Raúl,Jiménez Rodríguez,1991-05-05
2022/23,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,338,Rodrigo,Muniz Carvalho,2001-05-04
2023/24,,97,1589,9,2,6,27,0,0,0,1,0,0,12,299,409.0,213.1,875.0,148.2,0,18,8.76,0.94,9.70,26.67,,338,Rodrigo,Muniz Carvalho,2001-05-04
2024/25,,86,943,8,1,2,17,0,0,0,1,0,0,14,349,352.4,95.3,508.0,95.4,0,8,5.91,0.20,6.11,15.28,,338,Rodrigo,Muniz Carvalho,2001-05-04
2020/21,,154,3150,0,0,11,52,1,1,0,0,0,140,20,774,1026.0,10.0,0.0,103.7,0,0,0.00,0.00,0.00,0.00,,339,Illan,Meslier,2000-03-02
2021/22,,106,3384,0,0,5,79,0,0,0,2,0,143,8,713,1090.6,0.0,0.0,108.9,0,0,0.00,0.00,0.00,0.00,,339,Illan,Meslier,2000-03-02
2022/23,,90,3060,0,0,5,67,0,0,0,3,0,94,8,548,738.6,0.0,17.0,75.9,0,34,0.12,0.01,0.13,57.06,,339,Illan,Meslier,2000-03-02
2015/16,,41,810,0,0,3,11,0,1,0,0,0,23,3,179,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,341,Karl,Darlow,1990-10-08
2017/18,,33,900,0,0,2,15,1,0,0,0,0,35,2,172,258.8,0.0,0.0,25.9,0,0,0.00,0.00,0.00,0.00,,341,Karl,Darlow,1990-10-08
2018/19,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,341,Karl,Darlow,1990-10-08
2019/20,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,341,Karl,Darlow,1990-10-08
2020/21,,80,2250,0,0,4,43,0,1,0,3,0,88,6,450,682.4,0.0,0.0,68.3,0,0,0.00,0.00,0.00,0.00,,341,Karl,Darlow,1990-10-08
2021/22,,20,720,0,0,0,15,0,0,0,1,0,24,3,110,157.0,0.0,0.0,15.8,0,0,0.00,0.00,0.00,0.00,,341,Karl,Darlow,1990-10-08
2022/23,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,341,Karl,Darlow,1990-10-08
2023/24,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,341,Karl,Darlow,1990-10-08
2020/21,,39,1107,2,0,2,20,0,0,0,2,0,0,0,151,217.6,72.7,278.0,57.0,0,0,0.00,0.00,0.00,0.00,,342,Jayden,Bogle,2000-07-27
2023/24,,63,2787,3,3,3,79,1,0,0,9,0,0,0,354,514.4,183.5,339.0,103.7,0,32,2.36,1.14,3.50,57.85,,342,Jayden,Bogle,2000-07-27
2020/21,,71,2072,1,0,7,32,0,0,0,3,0,0,2,402,513.0,66.3,222.0,80.1,0,0,0.00,0.00,0.00,0.00,,343,Pascal,Struijk,1999-08-11
2021/22,,35,2050,1,1,1,53,0,0,0,6,1,0,0,339,481.0,134.8,191.0,80.8,0,0,0.00,0.00,0.00,0.00,,343,Pascal,Struijk,1999-08-11
2022/23,,66,2198,2,2,4,52,0,0,0,5,0,0,4,423,544.4,218.6,266.0,102.9,0,26,1.35,1.20,2.55,42.41,,343,Pascal,Struijk,1999-08-11
2015/16,,7,288,0,0,1,3,0,0,0,3,0,0,0,44,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,346,Sam,Byram,1993-09-16
2016/17,,29,1249,0,1,3,27,0,0,0,5,1,0,2,198,202.2,118.2,72.0,39.4,0,0,0.00,0.00,0.00,0.00,,346,Sam,Byram,1993-09-16
2017/18,,5,246,0,0,0,7,0,0,0,1,0,0,0,41,71.0,37.6,36.0,14.5,0,0,0.00,0.00,0.00,0.00,,346,Sam,Byram,1993-09-16
2018/19,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,346,Sam,Byram,1993-09-16
2019/20,,32,1292,0,0,3,23,0,0,0,4,0,0,2,201,273.2,109.2,218.0,60.2,0,0,0.00,0.00,0.00,0.00,,346,Sam,Byram,1993-09-16
2021/22,,20,1023,0,0,2,27,0,0,0,3,0,0,0,163,216.4,58.0,121.0,39.7,0,0,0.00,0.00,0.00,0.00,,346,Sam,Byram,1993-09-16
2017/18,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,348,Joe,Rodon,1997-10-22
2020/21,,27,732,0,0,2,12,0,0,0,0,0,0,3,169,166.2,3.6,6.0,17.7,0,0,0.00,0.00,0.00,0.00,,348,Joe,Rodon,1997-10-22
2021/22,,3,87,0,0,0,3,0,0,0,0,0,0,0,17,19.6,0.7,0.0,2.0,0,0,0.00,0.00,0.00,0.00,,348,Joe,Rodon,1997-10-22
2022/23,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,348,Joe,Rodon,1997-10-22
2023/24,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,348,Joe,Rodon,1997-10-22
2022/23,,83,2365,1,4,5,58,0,0,0,2,0,0,0,232,306.4,664.2,445.0,141.9,0,28,3.98,2.51,6.49,48.74,,350,Brenden,Aaronson,2000-10-22
2022/23,,55,1346,2,4,4,28,0,0,0,7,0,0,6,183,266.8,327.6,253.0,84.9,0,14,1.79,2.12,3.91,25.22,,351,Wilfried,Gnonto,2003-11-05
2020/21,,160,2846,8,10,11,45,0,0,0,2,0,0,15,542,759.2,821.7,666.0,225.2,0,0,0.00,0.00,0.00,0.00,,352,Jack,Harrison,1996-11-20
2021/22,,117,2638,8,1,3,68,0,0,0,3,0,0,12,408,614.6,591.8,687.0,188.5,0,0,0.00,0.00,0.00,0.00,,352,Jack,Harrison,1996-11-20
2022/23,,134,2707,5,8,6,55,1,0,0,2,0,0,15,403,600.2,834.8,487.0,192.0,0,34,5.44,5.06,10.50,49.47,,352,Jack,Harrison,1996-11-20
2023/24,,92,2212,3,3,11,26,0,0,0,1,0,0,5,292,397.4,405.7,339.0,114.3,0,25,3.68,3.02,6.70,34.15,,352,Jack,Harrison,1996-11-20
2024/25,,81,2068,1,3,7,27,0,0,0,0,0,0,4,291,277.0,527.7,288.0,108.6,0,24,3.54,3.12,6.66,31.23,,352,Jack,Harrison,1996-11-20
2016/17,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,353,Daniel,James,1997-11-10
2019/20,,95,2281,3,6,7,29,0,0,0,4,0,0,2,308,415.2,428.1,622.0,146.0,0,0,0.00,0.00,0.00,0.00,,353,Daniel,James,1997-11-10
2020/21,,43,907,3,1,4,7,0,0,0,3,0,0,1,145,186.0,145.7,285.0,61.5,0,0,0.00,0.00,0.00,0.00,,353,Daniel,James,1997-11-10
2021/22,,91,2489,4,5,5,51,0,0,0,7,1,0,2,221,336.4,348.1,810.0,148.1,0,0,0.00,0.00,0.00,0.00,,353,Daniel,James,1997-11-10
2022/23,,45,802,2,1,1,18,0,0,0,0,0,0,2,152,149.6,129.7,220.0,49.6,0,7,2.02,0.75,2.77,19.98,,353,Daniel,James,1997-11-10
2017/18,,1,10,0,0,0,1,0,0,0,0,0,0,0,6,7.4,0.0,0.0,0.7,0,0,0.00,0.00,0.00,0.00,,354,Ethan,Ampadu,2000-09-14
2018/19,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,354,Ethan,Ampadu,2000-09-14
2019/20,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,354,Ethan,Ampadu,2000-09-14
2020/21,,44,2087,0,0,2,41,1,0,0,3,0,0,4,341,458.0,189.6,51.0,70.1,0,0,0.00,0.00,0.00,0.00,,354,Ethan,Ampadu,2000-09-14
2021/22,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,354,Ethan,Ampadu,2000-09-14
2022/23,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,354,Ethan,Ampadu,2000-09-14
2023/24,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,354,Ethan,Ampadu,2000-09-14
2020/21,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,355,Sam,Greenwood,2002-01-26
2021/22,,15,231,0,2,0,5,0,0,0,0,0,0,0,54,51.6,49.4,39.0,13.9,0,0,0.00,0.00,0.00,0.00,,355,Sam,Greenwood,2002-01-26
2022/23,,30,410,1,2,0,11,0,0,0,1,0,0,1,107,121.8,210.5,85.0,41.6,0,3,0.69,1.06,1.75,11.80,,355,Sam,Greenwood,2002-01-26
2020/21,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,360,Joe,Gelhardt,2002-05-04
2021/22,,43,733,2,4,1,25,0,0,0,4,0,0,3,129,148.0,117.0,412.0,67.2,0,0,0.00,0.00,0.00,0.00,,360,Joe,Gelhardt,2002-05-04
2022/23,,20,201,0,2,0,3,0,0,0,1,0,0,0,44,49.4,32.1,114.0,19.4,0,1,0.84,0.40,1.24,2.79,,360,Joe,Gelhardt,2002-05-04
2022/23,,1,7,0,0,0,0,0,0,0,0,0,0,0,7,4.4,0.5,20.0,2.5,0,0,0.06,0.00,0.06,0.27,,361,Darko,Gyabi,2004-02-18
2015/16,,15,362,0,0,2,3,0,0,0,0,0,0,0,32,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,363,Patrick,Bamford,1993-09-05
2016/17,,21,326,1,0,0,8,0,0,0,1,0,0,2,59,51.0,26.9,139.0,21.5,0,0,0.00,0.00,0.00,0.00,,363,Patrick,Bamford,1993-09-05
2020/21,,194,3052,17,11,10,50,0,0,0,3,0,0,26,631,867.2,371.0,1512.0,274.6,0,0,0.00,0.00,0.00,0.00,,363,Patrick,Bamford,1993-09-05
2021/22,,28,557,2,2,0,14,0,0,0,2,0,0,2,90,125.8,69.0,289.0,47.9,0,0,0.00,0.00,0.00,0.00,,363,Patrick,Bamford,1993-09-05
2022/23,,70,1510,4,5,1,31,0,0,2,3,0,0,3,157,252.2,171.6,588.0,99.6,0,18,8.51,0.90,9.41,27.99,,363,Patrick,Bamford,1993-09-05
2022/23,,3,24,0,0,0,0,0,0,0,0,0,0,0,5,3.0,0.2,19.0,2.2,0,0,0.06,0.00,0.06,0.30,,364,Mateo,Joseph Fernández-Regatillo,2003-10-19
2017/18,,2,14,0,0,0,0,0,0,0,0,0,0,0,4,0.0,3.1,0.0,0.3,0,0,0.00,0.00,0.00,0.00,,365,Lukas,Nmecha,1998-12-14
2018/19,,26,686,1,1,3,9,0,0,0,2,0,0,1,117,130.4,71.8,106.0,30.9,0,0,0.00,0.00,0.00,0.00,,493,Sean,Longstaff,1997-10-30
2019/20,,44,1370,1,2,2,26,0,0,0,2,1,0,0,181,235.8,217.1,155.0,60.8,0,0,0.00,0.00,0.00,0.00,,493,Sean,Longstaff,1997-10-30
2020/21,,41,1405,0,1,2,26,0,0,0,2,0,0,1,168,179.2,182.8,148.0,50.8,0,0,0.00,0.00,0.00,0.00,,493,Sean,Longstaff,1997-10-30
2021/22,,48,1458,1,1,2,29,0,0,0,1,0,0,1,206,246.0,116.6,93.0,45.7,0,0,0.00,0.00,0.00,0.00,,493,Sean,Longstaff,1997-10-30
2022/23,,93,2514,1,5,13,18,0,0,0,2,0,0,2,347,385.2,372.0,408.0,116.8,0,28,3.30,2.57,5.87,27.57,,493,Sean,Longstaff,1997-10-30
2023/24,,110,2742,6,3,10,50,0,0,0,7,0,0,3,418,550.0,357.1,479.0,138.8,0,30,6.76,2.80,9.56,51.59,,493,Sean,Longstaff,1997-10-30
2024/25,,34,783,0,1,2,11,0,0,0,2,0,0,0,131,117.2,78.4,76.0,27.3,0,8,0.60,0.22,0.82,11.32,,493,Sean,Longstaff,1997-10-30
2018/19,,176,3420,0,0,21,22,0,0,0,1,0,76,9,771,677.0,0.1,0.0,67.6,0,0,0.00,0.00,0.00,0.00,,366,Alisson,Becker,1992-10-02
2019/20,,122,2543,0,1,13,24,0,0,0,0,1,58,11,558,503.0,10.0,0.0,51.5,0,0,0.00,0.00,0.00,0.00,,366,Alisson,Becker,1992-10-02
2020/21,,140,2970,1,0,10,32,0,1,0,1,0,84,13,660,776.4,0.1,17.0,79.4,0,0,0.00,0.00,0.00,0.00,,366,Alisson,Becker,1992-10-02
2021/22,,176,3240,0,1,20,24,1,0,0,0,0,75,15,782,721.4,10.0,0.0,73.1,0,0,0.00,0.00,0.00,0.00,,366,Alisson,Becker,1992-10-02
2022/23,,162,3330,0,1,14,43,0,1,0,1,0,107,15,824,966.4,10.1,0.0,97.6,0,37,0.00,0.02,0.02,50.02,,366,Alisson,Becker,1992-10-02
2023/24,,107,2520,0,0,8,30,0,0,0,1,0,83,9,575,671.2,10.4,0.0,68.1,0,28,0.00,0.00,0.00,35.21,,366,Alisson,Becker,1992-10-02
2024/25,,112,2508,0,0,10,29,0,0,0,0,0,78,9,451,628.8,13.0,0.0,64.0,0,28,0.00,0.20,0.20,27.10,,366,Alisson,Becker,1992-10-02
2014/15,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,369,Freddie,Woodman,1997-03-04
2015/16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,369,Freddie,Woodman,1997-03-04
